   36000      1.95727    407.717  4.537e-02  3.785e-04  6.694e-05
   37000      2.01206    419.031  4.537e-02  3.802e-04  6.775e-05
   38000      2.06684    430.349  4.537e-02  3.818e-04  6.854e-05
   39000      2.12163    441.668  4.537e-02  3.835e-04  6.934e-05
   40000      2.17642    452.955  4.537e-02  3.851e-04  7.016e-05
   41000      2.23120    464.259  4.537e-02  3.867e-04  7.098e-05
   42000      2.28599    475.589  4.538e-02  3.883e-04  7.181e-05
   43000      2.34077    486.968  4.538e-02  3.898e-04  7.262e-05
   44000      2.39556    498.353  4.538e-02  3.913e-04  7.342e-05
   45000      2.45035    509.733  4.538e-02  3.928e-04  7.421e-05
   46000      2.50513    521.098  4.538e-02  3.943e-04  7.498e-05
   47000      2.55992    532.431  4.538e-02  3.958e-04  7.574e-05
   48000      2.61471    543.751  4.538e-02  3.972e-04  7.650e-05
   49000      2.66949    555.070  4.538e-02  3.986e-04  7.724e-05
   50000      2.72428    566.384  4.538e-02  4.000e-04  7.797e-05
   51000      2.77906    577.693  4.538e-02  4.013e-04  7.869e-05
   52000      2.83385    589.000  4.538e-02  4.027e-04  7.939e-05
   53000      2.88864    600.309  4.538e-02  4.040e-04  8.008e-05
   54000      2.94342    611.627  4.538e-02  4.053e-04  8.075e-05
   55000      2.99821    622.940  4.538e-02  4.065e-04  8.140e-05
   56000      3.05300    634.254  4.538e-02  4.078e-04  8.203e-05
   57000      3.10778    645.571  4.538e-02  4.090e-04  8.265e-05
   58000      3.16257    656.885  4.538e-02  4.102e-04  8.325e-05
   59000      3.21735    668.207  4.538e-02  4.114e-04  8.384e-05
   60000      3.27214    679.516  4.538e-02  4.125e-04  8.441e-05
   61000      3.32693    690.842  4.538e-02  4.136e-04  8.496e-05
   62000      3.38171    702.156  4.538e-02  4.147e-04  8.550e-05
   63000      3.43650    713.462  4.538e-02  4.158e-04  8.602e-05
   64000      3.49129    724.770  4.538e-02  4.168e-04  8.653e-05
   65000      3.54607    736.096  4.538e-02  4.178e-04  8.702e-05
   66000      3.60086    747.425  4.538e-02  4.188e-04  8.749e-05
   67000      3.65564    758.741  4.538e-02  4.198e-04  8.795e-05
   68000      3.71043    770.079  4.538e-02  4.207e-04  8.839e-05
   69000      3.76522    781.405  4.538e-02  4.216e-04  8.881e-05
   70000      3.82000    792.735  4.538e-02  4.225e-04  8.922e-05
   71000      3.87479    804.066  4.538e-02  4.234e-04  8.962e-05
   72000      3.92958    815.365  4.538e-02  4.242e-04  9.000e-05
   73000      3.98436    826.688  4.538e-02  4.250e-04  9.037e-05
   74000      4.03915    837.998  4.538e-02  4.258e-04  9.073e-05
   75000      4.09394    849.355  4.538e-02  4.266e-04  9.107e-05
   76000      4.14872    860.667  4.538e-02  4.274e-04  9.139e-05
   77000      4.20351    871.982  4.538e-02  4.281e-04  9.171e-05
   78000      4.25830    883.304  4.538e-02  4.288e-04  9.201e-05
   79000      4.31308    894.634  4.538e-02  4.295e-04  9.230e-05
   80000      4.36787    905.964  4.538e-02  4.301e-04  9.258e-05
   81000      4.42265    917.252  4.538e-02  4.308e-04  9.285e-05
   82000      4.47744    928.553  4.538e-02  4.314e-04  9.311e-05
   83000      4.53223    939.842  4.538e-02  4.320e-04  9.335e-05
   84000      4.58701    951.148  4.538e-02  4.325e-04  9.359e-05
   85000      4.64180    962.465  4.538e-02  4.331e-04  9.381e-05
   86000      4.69659    973.785  4.538e-02  4.336e-04  9.402e-05
   87000      4.75137    985.081  4.538e-02  4.341e-04  9.423e-05
   88000      4.80616    996.377  4.538e-02  4.346e-04  9.442e-05
   89000      4.86095   1007.677  4.538e-02  4.351e-04  9.461e-05
   90000      4.91573   1018.978  4.538e-02  4.356e-04  9.479e-05
   91000      4.97052   1030.263  4.538e-02  4.360e-04  9.496e-05
   92000      5.02530   1041.556  4.538e-02  4.364e-04  9.512e-05
   93000      5.08009   1052.844  4.538e-02  4.368e-04  9.528e-05
   94000      5.13488   1064.144  4.538e-02  4.372e-04  9.543e-05
   95000      5.18966   1075.437  4.538e-02  4.376e-04  9.557e-05
   96000      5.24445   1086.731  4.538e-02  4.380e-04  9.571e-05
   97000      5.29924   1098.010  4.538e-02  4.383e-04  9.583e-05
   98000      5.35402   1109.283  4.538e-02  4.386e-04  9.596e-05
   99000      5.40881   1120.585  4.538e-02  4.390e-04  9.607e-05
  100000      5.46360   1131.858  4.538e-02  4.392e-04  9.618e-05
  101000      5.51838   1143.126  4.538e-02  4.395e-04  9.628e-05
  102000      5.57317   1154.424  4.538e-02  4.398e-04  9.638e-05
  103000      5.62796   1165.732  4.538e-02  4.401e-04  9.647e-05
  104000      5.68274   1177.045  4.538e-02  4.403e-04  9.656e-05
  105000      5.73753   1188.339  4.538e-02  4.405e-04  9.665e-05
  106000      5.79231   1199.634  4.538e-02  4.408e-04  9.673e-05
  107000      5.84710   1210.942  4.538e-02  4.410e-04  9.680e-05
  108000      5.90189   1222.231  4.538e-02  4.412e-04  9.687e-05
  109000      5.95667   1233.514  4.538e-02  4.414e-04  9.694e-05
  110000      6.01146   1244.801  4.538e-02  4.416e-04  9.700e-05
  111000      6.06625   1256.104  4.538e-02  4.417e-04  9.706e-05
  112000      6.12103   1267.396  4.539e-02  4.419e-04  9.711e-05
  113000      6.17582   1278.705  4.539e-02  4.421e-04  9.717e-05
  114000      6.23061   1290.006  4.539e-02  4.422e-04  9.722e-05
  115000      6.28539   1301.299  4.539e-02  4.423e-04  9.726e-05
  116000      6.34018   1312.599  4.539e-02  4.425e-04  9.731e-05
  117000      6.39497   1323.921  4.539e-02  4.426e-04  9.735e-05
  118000      6.44975   1335.207  4.539e-02  4.427e-04  9.739e-05
  119000      6.50454   1346.526  4.539e-02  4.428e-04  9.742e-05
  120000      6.55933   1357.845  4.539e-02  4.429e-04  9.745e-05
  121000      6.61411   1369.161  4.539e-02  4.430e-04  9.749e-05
  122000      6.66890   1380.457  4.539e-02  4.431e-04  9.751e-05
  123000      6.72368   1391.759  4.539e-02  4.432e-04  9.754e-05
  124000      6.77847   1403.063  4.539e-02  4.433e-04  9.757e-05
  125000      6.83326   1414.381  4.539e-02  4.433e-04  9.759e-05
  126000      6.88804   1425.683  4.539e-02  4.434e-04  9.761e-05
  127000      6.94283   1437.005  4.539e-02  4.435e-04  9.763e-05
  128000      6.99762   1448.310  4.539e-02  4.435e-04  9.765e-05
  129000      7.05240   1459.603  4.539e-02  4.436e-04  9.766e-05
  130000      7.10719   1470.916  4.539e-02  4.437e-04  9.768e-05
  131000      7.16198   1482.232  4.539e-02  4.437e-04  9.769e-05
  132000      7.21676   1493.549  4.539e-02  4.438e-04  9.771e-05
  133000      7.27155   1504.860  4.539e-02  4.438e-04  9.772e-05
  134000      7.32634   1516.171  4.539e-02  4.438e-04  9.773e-05
  135000      7.38112   1527.482  4.539e-02  4.439e-04  9.774e-05
  136000      7.43591   1538.806  4.539e-02  4.439e-04  9.775e-05
  137000      7.49069   1550.116  4.539e-02  4.440e-04  9.776e-05
  138000      7.54548   1561.436  4.539e-02  4.440e-04  9.777e-05
  139000      7.60027   1572.764  4.539e-02  4.440e-04  9.777e-05
  140000      7.65505   1584.082  4.539e-02  4.440e-04  9.778e-05
  141000      7.70984   1595.392  4.539e-02  4.441e-04  9.778e-05
  142000      7.76463   1606.701  4.539e-02  4.441e-04  9.779e-05
  143000      7.81941   1618.002  4.539e-02  4.441e-04  9.779e-05
  144000      7.87420   1629.323  4.539e-02  4.441e-04  9.780e-05
  145000      7.92899   1640.650  4.539e-02  4.441e-04  9.780e-05
  146000      7.98377   1651.945  4.539e-02  4.442e-04  9.781e-05
  147000      8.03856   1663.261  4.539e-02  4.442e-04  9.781e-05
  148000      8.09335   1674.574  4.539e-02  4.442e-04  9.781e-05
  149000      8.14813   1685.889  4.539e-02  4.442e-04  9.781e-05
  150000      8.20292   1697.175  4.539e-02  4.442e-04  9.782e-05
  151000      8.25770   1708.457  4.539e-02  4.442e-04  9.782e-05
  152000      8.31249   1719.744  4.539e-02  4.442e-04  9.782e-05
  153000      8.36728   1731.050  4.539e-02  4.442e-04  9.782e-05
  154000      8.42206   1742.334  4.539e-02  4.442e-04  9.782e-05
  155000      8.47685   1753.618  4.539e-02  4.443e-04  9.782e-05
  156000      8.53164   1764.927  4.539e-02  4.443e-04  9.782e-05
  157000      8.58642   1776.234  4.539e-02  4.443e-04  9.782e-05
  158000      8.64121   1787.535  4.539e-02  4.443e-04  9.782e-05
  159000      8.69600   1798.837  4.539e-02  4.443e-04  9.782e-05
  160000      8.75078   1810.136  4.539e-02  4.443e-04  9.782e-05
  161000      8.80557   1821.437  4.539e-02  4.443e-04  9.782e-05
  162000      8.86036   1832.747  4.539e-02  4.443e-04  9.782e-05
  163000      8.91514   1844.043  4.539e-02  4.443e-04  9.782e-05
  164000      8.96993   1855.339  4.539e-02  4.443e-04  9.782e-05
  165000      9.02471   1866.627  4.539e-02  4.443e-04  9.782e-05
  166000      9.07950   1877.911  4.539e-02  4.443e-04  9.782e-05
  167000      9.13429   1889.222  4.539e-02  4.443e-04  9.782e-05
  168000      9.18907   1900.528  4.539e-02  4.443e-04  9.782e-05
  169000      9.24386   1911.838  4.539e-02  4.443e-04  9.782e-05
  170000      9.29865   1923.149  4.539e-02  4.443e-04  9.782e-05
  171000      9.35343   1934.437  4.539e-02  4.443e-04  9.782e-05
  172000      9.40822   1945.742  4.539e-02  4.443e-04  9.782e-05
  173000      9.46301   1957.059  4.539e-02  4.443e-04  9.782e-05
  174000      9.51779   1968.372  4.539e-02  4.443e-04  9.782e-05
  175000      9.57258   1979.682  4.539e-02  4.443e-04  9.782e-05
  176000      9.62737   1990.999  4.539e-02  4.443e-04  9.782e-05
  177000      9.68215   2002.315  4.539e-02  4.443e-04  9.782e-05
  178000      9.73694   2013.622  4.539e-02  4.443e-04  9.782e-05
  179000      9.79173   2024.916  4.539e-02  4.443e-04  9.782e-05
  180000      9.84651   2036.221  4.539e-02  4.443e-04  9.782e-05
  181000      9.90130   2047.508  4.539e-02  4.443e-04  9.782e-05
  182000      9.95608   2058.809  4.539e-02  4.443e-04  9.782e-05
  183000     10.01087   2070.104  4.539e-02  4.443e-04  9.782e-05
  184000     10.06566   2081.419  4.539e-02  4.443e-04  9.782e-05
  185000     10.12044   2092.756  4.539e-02  4.443e-04  9.782e-05
  186000     10.17523   2104.063  4.539e-02  4.443e-04  9.782e-05
  187000     10.23002   2115.376  4.539e-02  4.443e-04  9.782e-05
  188000     10.28480   2126.693  4.539e-02  4.443e-04  9.782e-05
  189000     10.33959   2137.989  4.539e-02  4.443e-04  9.782e-05
  190000     10.39438   2149.299  4.539e-02  4.443e-04  9.782e-05
  191000     10.44916   2160.615  4.539e-02  4.443e-04  9.782e-05
  192000     10.50395   2171.917  4.539e-02  4.443e-04  9.782e-05
  193000     10.55874   2183.233  4.539e-02  4.443e-04  9.782e-05
  194000     10.61352   2194.556  4.539e-02  4.443e-04  9.782e-05
  195000     10.66831   2205.858  4.539e-02  4.443e-04  9.782e-05
  196000     10.72309   2217.162  4.539e-02  4.443e-04  9.782e-05
  197000     10.77788   2228.465  4.539e-02  4.443e-04  9.782e-05
  198000     10.83267   2239.754  4.539e-02  4.443e-04  9.782e-05
  199000     10.88745   2251.073  4.539e-02  4.443e-04  9.782e-05
  200000     10.94224   2262.377  4.539e-02  4.443e-04  9.781e-05
  201000     10.99703   2273.693  4.539e-02  4.443e-04  9.781e-05
  202000     11.05181   2285.004  4.539e-02  4.443e-04  9.781e-05
  203000     11.10660   2296.319  4.539e-02  4.443e-04  9.781e-05
  204000     11.16139   2307.628  4.539e-02  4.443e-04  9.781e-05
  205000     11.21617   2318.929  4.539e-02  4.443e-04  9.781e-05
  206000     11.27096   2330.258  4.539e-02  4.443e-04  9.781e-05
  207000     11.32575   2341.579  4.539e-02  4.443e-04  9.781e-05
  208000     11.38053   2352.884  4.539e-02  4.443e-04  9.781e-05
  209000     11.43532   2364.210  4.539e-02  4.443e-04  9.781e-05
  210000     11.49010   2375.520  4.539e-02  4.443e-04  9.781e-05
  211000     11.54489   2386.821  4.539e-02  4.443e-04  9.781e-05
  212000     11.59968   2398.145  4.539e-02  4.443e-04  9.781e-05
  213000     11.65446   2409.489  4.539e-02  4.443e-04  9.781e-05
  214000     11.70925   2420.810  4.539e-02  4.443e-04  9.781e-05
  215000     11.76404   2432.223  4.539e-02  4.443e-04  9.781e-05
  216000     11.81882   2443.623  4.539e-02  4.443e-04  9.781e-05
  217000     11.87361   2455.200  4.539e-02  4.443e-04  9.781e-05
  218000     11.92840   2466.723  4.539e-02  4.443e-04  9.781e-05
  219000     11.98318   2478.191  4.539e-02  4.443e-04  9.781e-05
  220000     12.03797   2489.592  4.539e-02  4.443e-04  9.781e-05
  221000     12.09276   2501.059  4.539e-02  4.443e-04  9.781e-05
  222000     12.14754   2512.519  4.539e-02  4.443e-04  9.781e-05
  223000     12.20233   2523.942  4.539e-02  4.443e-04  9.781e-05
  224000     12.25712   2535.403  4.539e-02  4.443e-04  9.781e-05
  225000     12.31190   2546.975  4.539e-02  4.443e-04  9.781e-05
  226000     12.36669   2558.460  4.539e-02  4.443e-04  9.781e-05
  227000     12.42147   2569.910  4.539e-02  4.443e-04  9.781e-05
  228000     12.47626   2581.207  4.539e-02  4.443e-04  9.781e-05
  229000     12.53105   2592.467  4.539e-02  4.443e-04  9.781e-05
  230000     12.58583   2603.862  4.539e-02  4.443e-04  9.781e-05
  231000     12.64062   2615.377  4.539e-02  4.443e-04  9.781e-05
  232000     12.69541   2626.845  4.539e-02  4.443e-04  9.781e-05
  233000     12.75019   2638.190  4.539e-02  4.443e-04  9.781e-05
  234000     12.80498   2649.604  4.539e-02  4.443e-04  9.781e-05
  235000     12.85977   2661.036  4.539e-02  4.443e-04  9.781e-05
  236000     12.91455   2672.576  4.539e-02  4.443e-04  9.781e-05
      10      0.00000      5.804  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      5.880  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      1.036  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      9.869  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      9.771  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      9.840  5.294e-03  5.012e-05  9.082e-07
      10      0.00000     10.171  5.294e-03  5.012e-05  9.082e-07
     100      0.00041     53.000  3.981e-01  3.738e-03  1.252e-04
     100      0.00041     47.958  3.981e-01  3.738e-03  1.252e-04
     100      0.00001     83.278  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      7.217  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      7.135  3.981e-01  3.738e-03  1.252e-04
     100      0.00001     97.156  3.981e-01  3.738e-03  1.252e-04
     100      0.00001     96.062  3.981e-01  3.738e-03  1.252e-04
      10      0.00000     11.135  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      1.001  5.294e-03  5.012e-05  9.082e-07
     100      0.00001     48.990  3.981e-01  3.738e-03  1.252e-04
     100      0.00041     49.814  3.981e-01  3.738e-03  1.252e-04
     100      0.00041     49.749  3.981e-01  3.738e-03  1.252e-04
     100      0.00041     45.140  3.981e-01  3.738e-03  1.252e-04
     100      0.00041     45.094  3.981e-01  3.738e-03  1.252e-04
     100      0.00001     90.576  3.981e-01  3.738e-03  1.252e-04
     100      0.00001     89.756  3.981e-01  3.738e-03  1.252e-04
     100      0.00001     22.972  3.981e-01  3.738e-03  1.252e-04
     100      0.00001     22.987  3.981e-01  3.738e-03  1.252e-04
     100      0.00001     22.979  3.981e-01  3.738e-03  1.252e-04
     100      0.00001     21.009  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      8.765  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      8.665  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      7.074  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      7.066  3.981e-01  3.738e-03  1.252e-04
      10      0.00000      0.993  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      0.989  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      0.942  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      0.950  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      0.941  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      0.940  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      0.939  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      0.987  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      0.942  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      1.162  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      1.089  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      1.075  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      1.241  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      1.210  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      1.076  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      3.265  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      1.122  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      1.051  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      1.116  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      1.051  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      1.067  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      1.157  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      1.084  5.294e-03  5.012e-05  9.082e-07
     100      0.00001      7.826  3.981e-01  3.738e-03  1.252e-04
      10      0.00000      1.076  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      1.079  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      1.060  5.294e-03  5.012e-05  9.082e-07
     100      0.00001      7.911  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      7.142  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      8.480  3.981e-01  3.738e-03  1.252e-04
      10      0.00000      1.170  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      1.374  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      1.454  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      1.146  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      1.075  5.294e-03  5.012e-05  9.082e-07
     100      0.00001      6.903  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      6.868  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      6.885  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      7.074  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      6.769  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      7.091  3.981e-01  3.738e-03  1.252e-04
      10      0.00000      2.540  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      1.109  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      0.949  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      0.944  5.294e-03  5.012e-05  9.082e-07
     100      0.00001      7.059  3.981e-01  3.738e-03  1.252e-04
      10      0.00000      0.965  5.294e-03  5.012e-05  9.082e-07
     100      0.00001      6.771  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      6.913  3.981e-01  3.738e-03  1.252e-04
      10      0.00000      0.932  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      0.913  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      0.910  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      0.987  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      0.997  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      0.932  5.294e-03  5.012e-05  9.082e-07
      10      0.00000     10.506  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      0.933  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      1.962  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      2.398  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      2.384  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      0.850  5.294e-03  5.012e-05  9.082e-07
     100      0.00001      6.687  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      6.623  3.981e-01  3.738e-03  1.252e-04
      10      0.00000      0.912  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      0.970  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      1.938  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      0.984  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      0.913  5.294e-03  5.012e-05  9.082e-07
     100      0.00001      6.589  3.981e-01  3.738e-03  1.252e-04
      10      0.00000      1.010  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      0.982  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      0.966  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      0.983  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      1.058  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      0.990  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      0.888  5.294e-03  5.012e-05  9.082e-07
     100      0.00001      5.769  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      2.429  4.702e-13  4.022e-13  3.998e-13
     100      0.00001      6.914  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      7.038  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      5.775  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      5.555  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      6.033  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      5.508  3.981e-01  3.738e-03  1.252e-04
    1000      0.00008     50.428  3.659e-01  2.574e-02  2.885e-03
     100      0.00001      5.407  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      5.981  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      5.391  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      5.622  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      5.485  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      5.469  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      5.457  3.981e-01  3.738e-03  1.252e-04
      10      0.00000      1.130  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      0.815  5.297e-03  5.015e-05  9.103e-07
      10      0.00000      0.893  5.294e-03  5.012e-05  9.082e-07
     100      0.00001      5.515  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      6.002  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      6.271  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      6.996  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      5.996  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      6.842  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      6.829  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      5.517  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      6.052  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      6.073  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      5.420  3.981e-01  3.738e-03  1.252e-04
     100      0.00001     87.386  3.981e-01  3.738e-03  1.252e-04
      10      0.00000     10.750  5.294e-03  5.012e-05  9.082e-07
      10      0.00000     10.497  5.294e-03  5.012e-05  9.082e-07
      10      0.00000     10.668  5.294e-03  5.012e-05  9.082e-07
      10      0.00000     10.717  5.294e-03  5.012e-05  9.082e-07
      10      0.00000     10.374  5.294e-03  5.012e-05  9.082e-07
      10      0.00000     10.693  5.294e-03  5.012e-05  9.082e-07
      10      0.00000     10.859  5.294e-03  5.012e-05  9.082e-07
      10      0.00000     10.483  5.294e-03  5.012e-05  9.082e-07
      10      0.00000     10.774  5.294e-03  5.012e-05  9.082e-07
      10      0.00000     10.288  5.294e-03  5.012e-05  9.082e-07
      10      0.00000     10.465  5.294e-03  5.012e-05  9.082e-07
      10      0.00000     10.489  5.294e-03  5.012e-05  9.082e-07
      10      0.00000     10.524  5.294e-03  5.012e-05  9.082e-07
     100      0.00001     85.885  3.981e-01  3.738e-03  1.252e-04
      10      0.00000     10.563  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      0.804  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      5.261  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      5.558  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      0.814  5.294e-03  5.012e-05  9.082e-07
     100      0.00001      5.468  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      5.537  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      5.440  3.981e-01  3.738e-03  1.252e-04
     100      0.00001     86.494  3.981e-01  3.738e-03  1.252e-04
      10      0.00000      0.858  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      0.821  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      0.835  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      0.769  5.294e-03  5.012e-05  9.082e-07
      10      0.00000      0.759  5.294e-03  5.012e-05  9.082e-07
     100      0.00001      5.577  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      5.581  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      5.544  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      5.551  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      5.608  4.114e-01  3.948e-03  1.766e-04
     100      0.00001      5.590  4.114e-01  3.948e-03  1.766e-04
     100      0.00001      5.579  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      5.552  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      5.688  3.981e-01  3.738e-03  1.252e-04
     100      0.00001      5.663  3.981e-01  3.738e-03  1.252e-04
