100 0.000008,  5.519209624345627674 -0.082603554510759736   3.272808738798641315  0.001686739445136842   8.792018363144268989 -0.080916815065622899
100 0.000412,  5.519209624345627674 -0.082603554510759736   3.272808738798641315  0.001686739445136842   8.792018363144268989 -0.080916815065622899
100 0.000412,  5.519209624345627674 -0.082603554510759736   3.272808738798641315  0.001686739445136842   8.792018363144268989 -0.080916815065622899
100 0.000412,  5.519209624345627674 -0.082603554510759736   3.272808738798641315  0.001686739445136842   8.792018363144268989 -0.080916815065622899
100 0.000412,  5.519209624345627674 -0.082603554510759736   3.272808738798641315  0.001686739445136842   8.792018363144268989 -0.080916815065622899
100 0.000008,  5.519209624345627674 -0.082603554510759736   3.272808738798641315  0.001686739445136842   8.792018363144268989 -0.080916815065622899
100 0.000008,  5.519209624345627674 -0.082603554510759736   3.272808738798641315  0.001686739445136842   8.792018363144268989 -0.080916815065622899
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865576   3.617428619525516531  0.000388457362879174   6.724566601579931024 -0.098518701050986396
100 0.000008,  5.519209624345627674 -0.082603554510759930   3.272808738798641315  0.001686739445136235   8.792018363144268989 -0.080916815065623690
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525516531  0.000388457362879129   6.724566601579931024 -0.098518701050986507
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  3.075396825395700695 -0.099206349206097347   0.000000000000000000  0.000000000000000000   3.075396825395700695 -0.099206349206097347
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
1000 0.000082,  4.391460048919160641 -0.874522367852075933   0.495783582291277558  0.013992252742703508   4.887243631210438366 -0.860530115109372384
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107058960918346546 -0.098903742924310256   0.000000000000000000  0.000000000000000000   3.107058960918346546 -0.098903742924310256
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510759736   3.272808738798641315  0.001686739445136842   8.792018363144268989 -0.080916815065622899
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525516531  0.000388457362879129   6.724566601579931024 -0.098518701050986507
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525516531  0.000388457362879129   6.724566601579931024 -0.098518701050986507
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525516531  0.000388457362879129   6.724566601579931024 -0.098518701050986507
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525516531  0.000388457362879129   6.724566601579931024 -0.098518701050986507
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525516531  0.000388457362879129   6.724566601579931024 -0.098518701050986507
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525516531  0.000388457362879129   6.724566601579931024 -0.098518701050986507
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525516531  0.000388457362879129   6.724566601579931024 -0.098518701050986507
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525516531  0.000388457362879129   6.724566601579931024 -0.098518701050986507
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525516531  0.000388457362879129   6.724566601579931024 -0.098518701050986507
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525516531  0.000388457362879129   6.724566601579931024 -0.098518701050986507
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525516531  0.000388457362879129   6.724566601579931024 -0.098518701050986507
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525516531  0.000388457362879129   6.724566601579931024 -0.098518701050986507
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525516531  0.000388457362879129   6.724566601579931024 -0.098518701050986507
100 0.000008,  5.519209624345627674 -0.082603554510759736   3.272808738798641315  0.001686739445136842   8.792018363144268989 -0.080916815065622899
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525516531  0.000388457362879129   6.724566601579931024 -0.098518701050986507
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000004,  3.107137982054414493 -0.098907158413865631   3.617428619525516531  0.000388457362879129   6.724566601579931024 -0.098518701050986507
10 0.000004,  3.107137982054414493 -0.098907158413865631   3.617428619525516531  0.000388457362879129   6.724566601579931024 -0.098518701050986507
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510759736   3.272808738798641315  0.001686739445136842   8.792018363144268989 -0.080916815065622899
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.651420253759938284 -0.378633418918811748   1.035710899472281010  0.004710550211639938   6.687131153232218850 -0.373922868707171785
100 0.000008,  5.651420253759938284 -0.378633418918811748   1.035710899472281010  0.004710550211639938   6.687131153232218850 -0.373922868707171785
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
100 0.000008,  5.519209624345627674 -0.082603554510759736   3.272808738798641315  0.001686739445136842   8.792018363144268989 -0.080916815065622899
100 0.000412,  5.519209624345627674 -0.082603554510759736   3.272808738798641315  0.001686739445136842   8.792018363144268989 -0.080916815065622899
100 0.000008,  5.519209624345627674 -0.082603554510760180   3.272808738798641315  0.001686739445136967   8.792018363144268989 -0.080916815065623218
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
10 0.000001,  3.107137982054414493 -0.098907158413865631   3.617428619525521860  0.000388457362879224   6.724566601579936354 -0.098518701050986410
